"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Post-demographic dividend","PST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8519460001333.95","8889622360485.62","9394072949993.29","9890595254120.87","10519224169957.1","11096394839858.8","11747873006936.2","12257213701042.4","12989559508094.8","13682104431672.5","14040885948033.5","14559442717019","15338151106332.2","16275493765718.3","16396984543792.7","16404666808243.6","17202162570742.1","17860402474676.3","18645621733775.2","19362762867337.9","19549631143409.6","19918075410998.9","19981206415496.1","20614369520986.7","21598080893476.5","22400649317570.9","23125072672035.3","23939593910158.1","25067824983551.1","26034731929093.1","26769539810063.8","27096297864073.4","27632893841894.9","27943880894090.9","28805959984415.5","29581370445793.9","30455506712908.8","31482949188649.4","32360446296922.4","33483113256330.5","34823407641772.9","35346354472938.4","35903996641635.3","36657286826305.3","37834259841379.3","38903487423390.4","40074191239742.9","41125918448818","41230765974508.1","39850437235586","40985651433518.1","41676200396758.7","42192145076324.5","42784524845693.1","43639399778759.3","44644137775412.7","45434723098119.5","46516741501743.2","47577519715580.8","48386431600929.7","46122027840780.9","",
"French Polynesia","PYF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33690629183.4261","35003952796.7125","37517989780.6433","38913643496.7552","46392423696.024","49868495957.88","62919203862.1424","74235635940.1634","87348289335.5953","97792140945.0617","116951901413.005","132594424542.771","138866156527.608","146581616623.746","154400753941.045","161739955576.923","166695978169.384","164199531361.81","166227185730.265","167371229308.42","161416823761.21","",
"Romania","ROU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115932326529.818","100955944283.982","92104906012.4468","93513037588.6636","97189916671.3826","103248261288.105","107282895750.451","102080680828.4","100008633994.701","99631940768.0768","102084145319.92","107411035119.239","113536677483.738","116194738376.305","128311657015.269","134301435131.239","145084243630.272","155579358880.783","170059856633.111","160676983612.891","154408594834.276","157351727197.999","160562749027.636","166617509768.333","172630275253.713","177729210874.504","186087811658.571","199708413252.137","208644413683.726","217382984916.126","208838846565.924","",
"Russian Federation","RUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197409941523.2","1161487695457.81","1102868114734.13","942609535354.691","860899047519.714","752686138014.082","721498374080.086","694405609132.078","704126703002.417","666808257949.712","709483417602.604","780432233409.801","820234677092.259","858785640548.236","921476583049.999","987822416663.347","1051042710015.96","1137228929627.05","1233893135821.89","1298055199647.43","1196806973081.95","1250663286871.01","1304442173222.47","1356934050143.93","1380753971008.75","1390920009905.68","1363481063446.77","1366121990896.57","1391064510462.35","1430115105089.32","1459189098326.43","1416124431328.3","",
"Rwanda","RWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1013240902.30708","969696610.603538","1079600069.24412","973578544.554212","852222050.212053","911958804.138328","975877183.464755","1043369020.34826","1116548637.70387","1239451279.15626","1313836021.12297","1329689301.31457","1333187291.97683","1379023446.09111","1398465243.68165","1368904129.82851","1635903092.2301","1668524790.88031","1821208838.49452","2037384652.81295","2219763428.61915","2340434196.59085","2382815866.05878","2525316593.19153","2418223641.85391","2524691943.01609","2662846557.23226","2662206512.57118","2781974524.53133","2780958150.34552","2714234869.03548","2645988699.70978","2801380345.86143","2574225045.31438","1280726717.12351","1731850898.83953","1952587345.47272","2223015859.90176","2419945487.65653","2525258812.82069","2736646163.39935","2968838662.31515","3360490015.90711","3434500289.67914","3690290869.74047","4036362635.98562","4408800959.68025","4745337134.83964","5274975755.0243","5604569951.39505","6015645883.64785","6494395409.36922","7055608599.62637","7388623038.1447","7844291737.78968","8539048447.78065","9048893196.08725","9408703403.70819","10215916012.4694","11182411389.0747","10807188692.3483","",
"South Asia","SAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","186517499408.563","194342138893.276","200942343209.208","211512500377.786","227939848697.476","226428228113.639","229107594962.142","243122646470.781","254227346543.975","268916154556.847","284624651881.574","286379746432.571","281230695470.149","292019004564.58","299199504752.652","319943340044.283","328162729613.475","348689854543.484","370000193743.314","360229340428.624","383497770497.611","408110058158.236","423699702748.825","451925753398.077","470979216027.439","496559604819.308","520483565770.287","542495209453.758","588013117443.363","619703286268.454","653131971481.237","666557501765.047","705048872357.381","735542269151.301","779333067767.736","832694822132.117","888848272734.626","922035182424.959","972672904022.965","1046371274768.57","1089351144678.04","1137775875824.31","1178755986660.5","1264254643144.51","1359225012786.75","1461414918909.61","1572868054365.51","1686614317729.68","1741602722570.74","1862275410453.94","2001307724301.16","2103355073242.08","2218500184980.74","2351960261845.11","2514172916900.38","2699434735086.46","2906520888079.43","3098492263239.7","3298168583633.15","3431466032627.32","3235660073051.52","",
"Saudi Arabia","SAU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","74023319380.4556","78492763424.2386","124526673925.816","150069855189.886","184481833805.701","229072068092.069","266246032821.344","242473951423.747","285685171741.962","305949849152.934","289980105126.059","324544085284.56","342888802103.134","349551146814.458","277089584491.697","232612865127.585","221769728247.069","200048487191.462","234082228712.64","218556734221.537","247208020460.767","245964524857.778","283334962658.004","325857534553.266","338851234635.823","334230179965.594","336097591446.724","336810425357.359","345693545080.949","349509248374.542","359621817969.018","346088223261.205","365557126040.121","361131165571.406","350950248185.709","390404290519.522","421474388233.016","444966738933.334","457374201394.463","465822498631.486","494935346236.653","484743394128.556","509171960046.465","560073099588.165","590381146784.223","606317037769.881","628462656603.729","654269902880","665200297859.423","660267820003.934","676339470191.761","678581100842.581","650714601909.915","",
"Sudan","SDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","10295238517.4171","10297543758.6631","11009705630.7702","10696262429.4203","10576416251.3351","11293187814.933","10889439694.7","11044514167.1508","11261342369.1532","11417801884.7546","12094315177.1768","12366112427.5298","11739028538.1899","11813242119.088","13165301836.7645","15234027123.8743","17772811218.8445","18878965002.0361","17759256094.4641","16867990187.2621","17125110673.4931","18398801680.8199","19495124900.7476","19897212182.0686","18900579374.2634","17713425746.97","18672397140.6315","21327777189.6402","21257162664.3304","23155723548.5592","21889093018.1953","23533163231.6098","25081142088.4901","26227036564.3869","26490940413.4839","28079626566.5702","29741694694.5969","32884421146.9749","34301247781.5484","35365991332.1091","37610270377.1344","40055073506.847","42460970095.8851","45131259048.7124","47451406763.008","50129334265.0222","53403487491.79","56466323951.3765","58638439292.8844","57015500648.426","59215296613.7581","57312394053.386","47566600027.2224","48496595854.7667","50757206252.6521","51726758676.7677","53520457581.1072","53900054790.1369","52455031754.9093","51312429477.3951","49449888025.3069","",
"Senegal","SEN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3845391088.81703","3960500881.26313","3955105278.58033","4028847368.83054","4185324863.76692","4241081321.74183","4363087094.11921","4309866469.04189","4580990408.18166","4280745749.62662","4647265148.89954","4640738091.07926","4936966098.69062","4661323427.34961","4857135161.07465","5223152478.79559","5689083989.14528","5536451252.99116","5317543776.11918","5689861473.77087","5916759605.78595","6223261342.33759","6721768496.38766","6342159290.41257","6591776687.56788","6820055481.96641","7033317631.21944","7473312375.26126","7412287138.20285","7706835367.71694","7649320625.4192","7852789697.57237","7956464821.4555","8064689690.81561","8060857273.76791","8501672094.08199","8673403932.72737","8937561212.6596","9464741412.29439","10059440290.3236","10450471955.6194","10900976279.1413","10908464876.4585","11518679050.4523","12053525176.4053","12573060862.3476","12866110116.6401","13229850386.2124","13719774112.9167","14097356631.5485","14575382382.5758","14769831258.7611","15361066946.9254","15731635064.1982","16710783740.8942","17774766636.0459","18904542991.9138","20304894402.6232","21565674237.7591","22515082954.7144","22852755934.4895","",
"Singapore","SGP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5942828047.71603","6426389292.98807","6911841722.43236","7605833575.79285","7369799243.52633","7947192318.88275","8756182717.48619","9851469304.62613","11184099505.3826","12731233633.9831","14506255455.339","16307026476.5784","18478396857.7248","20437590922.316","21687881873.7271","22551425661.9145","24228615071.2831","25888929298.8071","27902385801.5711","30568228105.9063","33659659586.849","37300334594.1228","39949447192.3189","43366962467.268","47179953447.7742","46886092522.5487","47515711376.2002","52646348559.7905","58576302007.5647","64526840267.6753","70864052953.1568","75603796915.915","80623654349.7236","89865362234.5068","99838303753.2732","107027567646.203","115024003491.417","124593904567.937","121858597614.198","128833794006.401","140479269711.958","138977524003.491","144417951702.066","150968431771.894","165792915333.139","177993671806.808","194022257782.95","211527203956.939","215479051498.4","215739743962.758","247077320337.504","262736761710.794","274459048588.886","287735452429.444","299066482397.44","308004146057.608","318257710212.395","332644166424.207","344278295024.731","348909586848.996","330099796334.012","",
"Solomon Islands","SLB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","547373489.117051","537559469.488942","528574803.632223","549170422.288395","550138001.688349","532859798.117735","531753993.089216","576539096.744247","583726829.429623","608607442.571307","622015328.542103","659336248.254629","743100979.164966","772819489.306422","835435699.046327","919753332.470923","934543474.727369","925973485.756344","937999115.441491","933437669.698849","800188163.762274","736466148.99385","715870530.337678","762590792.792618","813319598.475941","858381153.388102","900125293.214705","940210725.49853","994809848.78167","1020243364.43761","1108154864.2049","1188740405.65824","1210856506.22863","1275407874.76844","1288815760.73924","1307061543.70981","1383914993.1919","1457865704.47412","1515367565.95713","1533613348.9277","1467403272.8451","",
"Sierra Leone","SLE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1151844102.95132","1172681464.40248","1225932543.46987","1246769904.92103","1330119450.23341","1425624098.97354","1449859708.6277","1450385740.25096","1479682427.48855","1605831965.67815","1744262601.72065","1804717286.9023","1820963977.25844","1862056182.69286","1927224952.30964","1959394509.66567","1950593373.09097","1951503828.34456","1998463492.69063","2088619488.91444","2189781852.31465","2252878852.1188","2360606011.31906","2310967149.93193","2405555827.2773","2277788566.40966","2305943101.61684","2472692044.08653","2297625447.37702","2314398113.11291","2391930403.24108","2448187664.97379","1982715956.56931","2009969366.43191","1970827537.8604","1813166197.14561","1844965893.91369","1736535735.18217","1767533146.055","1732548617.22646","1847810362.20075","1730558384.34885","2187725471.6925","2391470991.34043","2549258928.69872","2664105482.35345","2776635014.2343","3000380294.03056","3162349379.67518","3263166697.5142","3437630797.22922","3654718730.25859","4209569688.52042","5081614391.02665","5313171991.3514","4218723875.1379","4474187603.74251","4661772843.95975","4823284725.67196","5076711739.04284","4976753933.906","",
"El Salvador","SLV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","8437241153.41494","9041443613.83319","9533013237.09493","9841567550.52157","10184587397.9834","10487812618.6429","10892459437.1303","11558809312.4443","12120760882.4182","12767524816.5101","13140787475.8119","13804300024.7411","14740240087.8125","15524828551.439","14875849509.3537","12519981409.9849","11803714468.9864","11059080520.4236","11229282565.8094","11379222462.9349","11449126874.4327","11471415237.5189","11759137742.8139","11979995158.8502","12095489403.9334","12680052381.2405","12869503467.4735","13773195279.879","14574563243.5703","15258410747.3525","15980756332.829","16110434081.6944","16615974680.7867","17056676405.4463","17425447503.7821","17621990341.9062","17776995776.0968","18056613422.0877","18339270390.3177","18502380683.8124","19003868853.2526","19829551394.8563","20198322493.1921","20627880036.3086","20197309385.7791","20622814499.2436","21409998959.1528","22012797869.8941","22504154965.2042","22889135782.1483","23438240000","24034960266.2632","24574946517.3979","25172679891.0741","25772439479.5764","23560825996.9743","",
"San Marino","SMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248960787.28583","1342203439.38183","1463664262.50688","1495563064.53972","1578990700.62561","1583898208.63066","1645242058.69382","1720081555.77086","1761795373.81381","1829273608.88328","1959322571.01717","1949507555.00706","1748299726.79992","1652603320.70139","1515193096.55993","1408454797.45004","1397412904.43867","1387597888.42857","1419394771.21029","1452671145.41094","1456422893.31885","1478921148.04195","1514041111.68851","","",
"Somalia","SOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4316495473.4752","4640539106.84229","5331761394.25501","5779594469.97199","5929433937.275","6384748042.2603","6900727625.84454","7069119938.56364","",
"Serbia","SRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21208001183.6995","22536487904.76","24160778190.5205","24967960158.5863","22614939243.4984","24001645048.2211","25652664150.9989","27289408095.1077","28486801015.3348","31058645509.5698","32776296417.471","34450440854.5428","36668885796.8926","38742722729.4199","37684367630.5975","37959857147.321","38732824869.453","38468844257.1275","39581608177.0844","38952454430.3262","39655958842.5478","40979907436.1694","41840962435.9212","43721764447.4752","45615675379.6018","45184791299.441","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","255609707422.635","258138243581.414","273732991757.251","291055208908.72","305863653519.548","320267356845.49","324925531869.952","320862279968.134","330524922433.483","361966981596.288","399355844595.27","430951684282.082","442780651916.652","462225310304.354","498542387688.685","496666385293.435","522899053846.89","537681554597.069","535403125968.974","557502755064.455","578812491535.963","573620080159.858","566780799708.909","552556259204.914","565095463080.582","576273311791.29","587237050872.041","604618057669.705","631472982671.314","647250519217.623","663538191400.081","666072459992.384","663740722698.594","656268930915.488","663447713189.825","686102258194.35","721758056768.985","748727451855.599","767176402304.25","783519741536.465","810262312832.611","844369801377.105","898305277906.139","934316899605.3","996584863035.457","1057764832781.37","1122533446133.71","1193138063115.05","1256371373842.82","1296373899260.26","1373269829924.46","1433351802880.66","1481553491228.1","1557227280700.57","1632867751918.15","1679282214816.95","1698766997422.89","1740214923008.65","1787017802409.48","1833089644759.92","1796341475426.86","",
"South Sudan","SSD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","255731321417.588","258251879404.706","273856996529.365","291193170219.361","306010103342.79","320409903378.07","325093193821.635","321031544264.854","330708833365.349","362146875754.509","399551024759.721","431181810123.366","443027234991.695","462496827839.595","498813615202.391","496948469144.929","523233954147.576","537989937697.168","535790973037.729","557959525208.782","579244334128.813","574013764975.065","567170105036.538","552939098140.967","565496085131.188","576720645712.421","587683097910.984","605084064400.302","631964353279.142","647798062253.99","664124642097.355","666675428058.364","664387914570.894","656957153629.988","664130202285.001","686778576005.156","722467596138.99","749522995001.611","768039645962.031","784399107388.704","811154711612.461","845241094604.164","899186450002.358","935144795343.524","997387759289.643","1058640486103.01","1123492011666.13","1194197255690.77","1257406426803.14","1297397391615.08","1374354271542.91","1434521885494.78","1482738259082.05","1558483379009.56","1634180434758.42","1680659709871","1700207342386.92","1741723516715.08","1788553116078.23","1834643244102.56","1797727737804.2","",
"Small states","SST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216965067784.13","224624005081.598","234116592681.069","245100120304.5","263947357820.297","277571197691.323","304507253704.026","329669997771.753","349458365547.788","351965383252.965","376932440126.256","400546487929.69","413046073012.953","426131243354.302","440043223111.084","452216089879.063","462759191464.139","467947335934.29","478110002388.859","486923536017.555","459291336428.699","",
"Sao Tome and Principe","STP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156544397.549035","160265267.270678","170800267.628888","177345716.310309","189926220.176159","207239214.671228","213981960.430101","231498896.158493","237115713.041909","252936034.663125","264060672.435369","272357396.602142","285470840.526705","304168994.896737","316066072.343754","329229494.061209","341901474.463989","351971392.289827","359752972.346268","370868351.86853","",
"Suriname","SUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1039848345.70204","1089761066.29574","1132261747.88128","1195668405.76263","1273386852.1372","1426193274.39366","1700022383.07725","1905725091.42959","2050560198.37825","2142835407.30526","2200691963.30251","2286518949.8713","2272799836.17208","2231889439.12098","2240816996.87746","2303559872.79003","2506273141.59555","2761913002.0383","2944199260.17283","2926534064.61179","2668999066.92596","2858498000.6777","2738441084.64924","2631641882.34792","2581640686.58331","2633273500.31497","2654339688.31749","2489770627.64181","2683972736.59787","2796699591.53498","2670848109.91591","2742960985.74648","2753932829.92361","2569419381.27433","2656779611.90623","2656779611.90623","2683347440.51278","2836298182.45676","2901533087.48207","2860911610.61843","2920990722.04174","3043672344.66005","3128895191.26643","3326015570.5798","3608726900.22536","3771119618.34519","3989601077.06266","4193529048.49709","4367284016.7413","4498900810.7238","4731441127.40364","5008200515.11693","5142938624.98902","5293803728.74411","5307329557.76041","5126291450.81511","4874293909.32771","4950683407.96675","5195656627.74022","5252729241.66594","4417127637.77914","",
"Slovak Republic","SVK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35304367325.8203","35975619296.1097","38208096811.6457","40440785134.6308","43117923240.8555","45673021586.1887","47534698784.1648","47484351308.214","48038270071.2941","49601331860.3746","51838075452.975","54688694775.7519","57575645098.1324","61389146306.9351","66603034743.8207","73817494749.8953","77932736865.4066","73681090125.6089","78318051830.6015","80383610898.3332","81475402649.0691","82008875308.6008","84243103635.4781","88636928904.6449","90349111445.2511","93041683985.2972","96572067461.2605","99088126486.0242","94769118999.6109","",
"Slovenia","SVN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26417686104.9211","27263846125.3402","28640614043.0074","29579844442.7437","31157238919.3453","32301448497.0859","33340444076.9215","34509226036.6508","35530788949.9488","37079644535.9777","38487919291.2","40699587892.4722","43540484553.7887","45068686557.3586","41666704789.2015","42226600498.2234","42590309918.8992","41466164772.2726","41039360682.0457","42175395368.8082","43107506024.3254","44483434040.7344","46625480708.1199","48687502648.7562","50270105178.8664","48144051030.2863","",
"Sweden","SWE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","123686642725.624","130713643065.187","136280798857.2","143541749586.462","153332968452.576","159192599473.078","162521068848.464","167990534344.207","174102879451.687","182823823634.688","196150229232.739","198003155009.149","202534930030.788","210571477885.03","217305965722.135","222853488541.426","225211512171.391","221616554115.969","225498274547.564","234157416129.864","238138025327.291","239221149500.055","242208219499.103","246811722726.639","257250711527.949","262808288360.312","269881308726.533","278932704065.054","286070699812.652","293665324567.97","295881542676.808","292490814556.963","289102037155.611","283130298151.25","294257241961.393","305836832131.49","310667391570.025","320206516443.849","334013297425.391","348199457231.41","364795858131.684","370083569053.714","378214012929.902","386950040254.662","403731506887.751","415273396287.166","434636654376.703","449584772840.507","447559127029.566","428135998219.291","453619110971.171","468113753183.843","465359818585.788","470887249502.535","483402482698.498","505103781349.757","515562425649.407","528801679620.708","539113433181.757","549821281946.735","533611847447.428","",
"Eswatini","SWZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","419059493.970952","476653495.93586","502508584.26393","547828193.987092","579292634.569339","659863226.862103","645877836.430375","652398573.260493","661056742.15004","681595411.886172","766447580.311598","878666551.145336","888969512.894206","899658081.37801","955092808.972101","991313898.529391","1112893373.92085","1275449148.82176","1359243882.12889","1534737274.35392","1857308362.90596","1890003980.06034","1950979418.51781","2011579066.43205","2059870864.82286","2159273055.13846","2242233484.10169","2311805624.61477","2372005953.96189","2442000889.67231","2484984348.55671","2511195091.38659","2621187924.67983","2722895614.6471","2821571016.1845","2990830756.64157","3170046325.41682","3310649785.90981","3337852200.51293","3390091218.07304","3518702972.08796","3597776312.48031","3791935013.35704","3938349731.29132","3974709779.06398","4063245671.29285","4106422133.98005","4189641987.93016","4289003978.11407","4401077165.65255","4319634145.18863","",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108116839.82084","1143576512.44684","1196181066.28574","1212814522.26835","1228662707.79684","1248080304.4804","1253072625.69832","1259337988.82682","1186296385.47486","1108000824.03352","","","",
"Seychelles","SYC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","131933783.530125","125492411.604237","136044543.02382","149833477.751029","158702490.572919","157019337.828309","178839541.996503","179742215.739517","193318568.836799","193318568.836799","210469540.68864","243832700.284896","259214417.941663","282684174.288432","286367124.136228","295466167.662479","343561109.576458","322293897.650792","390464511.905584","452135806.916845","432926715.028092","397361011.010733","392919811.804114","386203847.447568","403626014.111855","448532385.238048","447739374.318023","467458296.746593","492685833.924424","547860848.76774","586186699.282485","602367949.920368","645506330.287406","685506096.805792","680030980.181817","674416356.329656","707580951.605291","792218643.264218","858791933.049531","874868574.608098","888117049.011209","867946465.315423","878473191.428979","826756354.354268","803190047.600524","875523427.103148","957876280.271721","1057700744.83997","1034993045.23323","1023553828.13811","1084506074.45092","1170044100.78907","1184796354.18336","1256098308.99354","1312682840.26448","1377495054.04127","1440344964.02941","1508593706.42961","1535313668.74881","1553599342.64266","1386262377.34522","",
"Syrian Arab Republic","SYR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2395697353.80579","2655224778.99419","3306320337.63022","3020232814.6434","3300249586.56365","3376134663.37932","3117554297.79846","3374992038.06015","3500848198.61365","4157884420.22441","4083173354.46871","4448854788.37031","5590462745.2428","5005149405.12657","6296266376.7062","7325805161.95167","8223542043.68533","8075557934.44102","8878477560.08244","8957317448.48943","10256855539.7892","11052309956.5976","11360568457.921","11624172264.9447","10739499498.6687","11743729405.1877","10809758948.8744","10991609615.2635","12971323822.3378","11201090658.2479","11619961705.0846","12510802372.5609","14133802500.2464","15003157932.5449","16085340095.9328","17215590921.0746","18907120755.4557","19856977540.3221","21204333935.7625","20450848558.8567","20589023201.6162","20804649386.018","21627438302.2423","23185573048.2997","24786063750.5711","26326536904.9991","27655025440.3098","29224335239.8336","30532613087.8159","32337714239.5039","34016657913.8708","34986133631.7069","25771129919.7809","18993300159.5179","17035026353.1249","16492072144.2125","15563496238.984","15450273870.1186","15678283832.2679","16265870694.9063","","",
"Turks and Caicos Islands","TCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777808584.861436","770245957.00511","778494370.726366","846311318.210853","942070000","1010381250.54751","985220508.258304","1040500783.85448","1095902844.26329","802388550.964229","",
"Chad","TCD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696963329.07911","1720682526.6067","1812913107.89905","1783916396.40253","1739123333.1125","1749666381.9963","1718048293.92189","1731229184.18127","1723313677.72818","1841900238.0217","1876153255.1266","1833984339.7768","1855068118.92358","1699597030.15774","1783928529.29137","1944665258.31968","2002631164.94822","2047382458.59673","2037767250.61139","1600847787.51187","1504033784.15723","1519719624.7614","1600973090.98407","1851985143.63293","1889930447.0693","2301798709.28104","2207846939.0513","2155105703.76333","2488766907.15831","2610336577.89193","2501264385.14823","2714750731.31674","2931969973.07684","2471362268.09204","2721881484.22562","2755538891.12468","2816559556.8286","2975790718.72462","3182655188.59647","3160922420.7253","3133116385.96115","3498379313.11225","3795434040.85243","4354185202.01074","5818470334.73997","6826958668.37461","6871215248.13962","7096007026.04689","7312626231.63889","7621050542.93753","8653710578.06277","8660881890.57623","9430191312.98703","9967712346.34747","10655483007.6061","10950392219.9104","10265387468.6306","9958586245.45557","10195006847.3059","10526057266.1328","10426343411.4082","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","286394058461.135","247813690401.177","246185763059.271","261908429294.339","290448171396.783","321435582241.51","347407351403.218","342468175123.485","348248571816.357","388033454462.906","440118384106.988","469919804229.477","493011001513.128","533765307873.992","554666676148.913","591946978376.234","608527653733.631","655198034178.433","715704134152.459","766809427875.973","824566750438.864","870860678077.057","926946184455.981","998313509035.983","1097892116980.01","1184902823032.7","1270000620387.36","1386326880680.05","1521956920145.16","1608055959932.99","1691145817153.14","1827105095514.02","2031407918261.33","2261088152892.14","2508490601170.23","2756235121961.35","3006006796560.71","3226666067323.54","3319687437823.64","3531793950846.35","3801615659375.97","4067281106446.23","4395400777434.15","4788830416046.84","5226038166230.09","5747984115751.47","6385809503655.69","7184697162422.1","7804773897062.86","8428674366781.45","9266077232902.95","10068170656420.3","10831239577872.7","11621972043998.7","12433240724383","13264224627407","14136882610020.7","15084450314863","16067283988379.8","16995303639412.5","17229550948650","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2323079220441.47","2289235855551.89","2162894388121.07","1959051853104.66","1868718738610.15","1707789887825.01","1703140802055.73","1721037191791.57","1771431406891.57","1759964121823.09","1803371703511.13","1936802142655.16","1986969835266.58","2086494961375.34","2215443076147.63","2389733932949.16","2548497955520.23","2748573801827.45","2958130493577.69","3089861955177.59","2945564263901.16","3085303411507.71","3262962203634.4","3375012771903.29","3496158907353.16","3575142757943.27","3627106551426.51","3698293638000.26","3854046371211.68","3989260216269.81","4095463099662.97","4022692727957.83","",
"Togo","TGO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","535797649.692092","601000566.147887","623680241.035491","654862346.317516","748416054.867455","864119026.796282","945421558.728313","997423257.239407","1047530728.15294","1160987402.18942","1190294237.89374","1190294237.89374","1281056048.85329","1330216369.76903","1394503719.86992","1428537157.47715","1399230394.98129","1496604032.69162","1661910450.94798","1576027195.9124","1805763988.47931","1745899552.13475","1683354402.13177","1592217463.72404","1680673981.30718","1774044701.12157","1802189996.79545","1811384088.57334","1931702917.72391","2010130475.04994","2005232668.81257","1991196691.97192","1911933387.81886","1623311221.94894","1866522435.41526","2012966655.89639","2190836649.68321","2505821506.76289","2448190705.0968","2508948713.07287","2489291611.57116","2509789403.27099","2605829571.27753","2780945785.45893","2753729633.06058","2625232364.19958","2694804489.77052","2663137292.71492","2771320662.6809","2924793933.75664","3103184695.75064","3301732629.56903","3517781736.27245","3732800624.6811","3953804391.92744","4180866177.03946","4413283843.4717","4605162314.02413","4834325004.35888","5098275352.1552","5187639195.4239","",
